year,model,terrain,engine_capacity,mpg,exterior_color,interior_color,gear_type,type_of_car,number_of_keys,price,miles
2014 BMW,4 SERIES,428i xDrive Convertible 2D ,"4-Cyl, SULEV, 2.0T",22 City / 33 Hwy,Black,Black,"Automatic, 8-Spd Sport",2 Door Convertible,2,"$27,990 "," 23,964 miles"
2017 KIA,NIRO,LX Wagon 4D,"4-Cyl, Hybrid, 1.6 Liter",51 City / 46 Hwy,Gray,Charcoal,"Auto, 6-Spd W/Dl Clch Spt",4 Door Wagon,1,"$14,990 ","33,296 miles"
2016 DODGE,CHARGER,SXT Sedan 4D,"V6, 3.6 Liter",18 City / 27 Hwy,Gray,Black Interior Color,"Auto, 8-Spd W/AutoStk",4 Door Sedan,2,"$19,990 ","76,659 miles"
2019 VOLKSWAGEN,ATLAS,SE 4Motion w/Tech Pkg Sport Utility 4D ,"V6, 3.6 Liter",17 City / 23 Hwy,Silver,Black,"Automatic, 8-Spd & Tiptronic",4 Door SUV,2,"$30,590 "," 23,507 miles"
2014 INFINITI,QX60,3.5 Sport Utility 4D,"V6, 3.5 Liter",19 City / 25 Hwy,Gray,Black,"Auto, CVT Manual Spt Mode",4 Door SUV,2,"$18,990 ","75,739 miles"
2017 FORD,EDGE,SEL Sport Utility 4D,"4-Cyl, EcoBoost, 2.0L",20 City / 27 Hwy,Gray,Dune Leather-Trimmed Seats,"Auto, 6-Spd SelShft",4 Door SUV,2,"$18,990 ","64,838 miles"
2016 AUDI,Q3,Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 28 Hwy,Gray,Black,"Auto, 6-Spd W/Tiptronic",4 Door SUV,2,"$23,990 ","24,763 miles"
2014 CADILLAC,XTS,Luxury Collection Sedan 4D,"V6, 3.6 Liter",17 City / 26 Hwy,Gold,Beige,"Automatic, 6-Spd",4 Door Sedan,1,"$19,990 ","45,800 miles"
2013 DODGE,AVENGER,SE Sedan 4D,"4-Cyl, 2.4 Liter",21 City / 29 Hwy,Gray,Black,"Automatic, 4-Spd",4 Door Sedan,2,"$11,590 ","41,638 miles"
2015 DODGE,CHARGER,SXT Sedan 4D,"V6, 3.6 Liter",18 City / 27 Hwy,Gray,Black / Tungsten Interior Colors,"Auto, 8-Spd W/AutoStk",4 Door Sedan,1,"$19,990 ","79,103 miles"
2019 NISSAN,MURANO,SL Sport Utility 4D ,"V6, 3.5 Liter",20 City / 28 Hwy,Black,Black,"Automatic, Xtronic CVT",4 Door SUV,1,"$27,990 "," 11,447 miles"
2017 JEEP,WRANGLER UNLIMITED,Sahara Sport Utility 4D,"V6, 3.6 Liter",16 City / 20 Hwy,Red,Black,"Automatic, 5-Spd",4 Door SUV,2,"$30,990 ","49,376 miles"
2018 AUDI,S3,Premium Plus Sedan 4D ,"4-Cyl, Turbo, 2.0L",22 City / 28 Hwy,Red,Black,"Automatic, 7-Spd W/S Tronic",4 Door Sedan,2,"$31,990 "," 31,211 miles"
2016 CADILLAC,ATS,2.0L Turbo Luxury Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 30 Hwy,Red,Beige,"Automatic, 8-Spd",4 Door Sedan,2,"$19,990 "," 28,101 miles"
2014 HONDA,PILOT,EX-L Sport Utility 4D,"V6, I-VTEC, 3.5 Liter",17 City / 24 Hwy,Gray,Beige,"Automatic, 5-Spd",4 Door SUV,1,"$19,590 ","89,989 miles"
2015 MINI,HARDTOP 2 DOOR,Cooper Hatchback 2D,"3-Cyl, Turbo, 1.5 Liter",28 City / 37 Hwy,Green,Black Leatherette,"Auto, 6-Spd Steptronic",2 Door Hatchback,2,"$14,990 ","19,917 miles"
2018 RAM,1500 QUAD CAB,Express Pickup 4D 6 1/3 ft ,"V6, Flex Fuel, 3.6 Liter",16 City / 23 Hwy,Gray,Black / Diesel Gray Interior Colors,"Automatic, 8-Spd",4 Door Truck,2,"$27,990 "," 21,458 miles"
2019 VOLKSWAGEN,TIGUAN,2.0T SE 4MOTION Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 29 Hwy,Gray,Black,"Automatic, 8-Spd W/Tiptronic & Sport Mode",4 Door SUV,2,"$24,990 ","28,408 miles"
2013 HYUNDAI,ACCENT,SE Hatchback 4D,"4-Cyl, 1.6 Liter",28 City / 37 Hwy,White,Gray,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door Hatchback,2,"$10,590 ","49,119 miles"
2014 MERCEDES-BENZ,E-CLASS,E 350 4MATIC Sedan 4D,"V6, 3.5 Liter",20 City / 28 Hwy,Black,Beige,"Auto, 7-Spd Sport Mode",4 Door Sedan,2,"$19,990 ","79,097 miles"
2014 INFINITI,Q50,3.7 Premium Sedan 4D,"V6, 3.7 Liter",19 City / 27 Hwy,Blue,Lt. Gray,"Auto, 7-Spd W/Manual Mode",4 Door Sedan,2,"$17,990 ","72,344 miles"
2017 TOYOTA,PRIUS V,Three Wagon 4D ,"4-Cyl, Hybrid, 1.8 Liter",43 City / 39 Hwy,White,Ash,"Automatic, CVT",4 Door Wagon,1,"$17,990 "," 48,117 miles"
2019 TOYOTA,HIGHLANDER,LE Plus Sport Utility 4D,"V6, 3.5 Liter",22 City / 26 Hwy,Burgundy,Black,"Automatic, 8-Spd",4 Door SUV,2,"$24,990 ","75,455 miles"
2018 RAM,1500 QUAD CAB,Big Horn Pickup 4D 6 1/3 ft ,"V6, Flex Fuel, 3.6 Liter",16 City / 23 Hwy,Black,Black,"Automatic, 8-Spd",4 Door Truck,2,"$28,590 "," 23,782 miles"
2016 MAZDA,MX-5 MIATA,Grand Touring Convertible 2D,"4-Cyl, 2.0 Liter",27 City / 34 Hwy,Blue,Black,"Manual, 6-Spd",2 Door Convertible,2,"$18,990 ","48,749 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Blue,Ebony,"Automatic, 6-Spd",4 Door SUV,2,"$21,590 "," 20,617 miles"
2018 DODGE,CHARGER,R/T Sedan 4D,"V8, HEMI, 5.7 Liter",16 City / 25 Hwy,Blue,Black,"Auto, 8-Spd W/AutoStk",4 Door Sedan,2,"$27,990 ","40,518 miles"
2015 VOLVO,XC60,T6 Premier Plus Sport Utility 4D,"6-Cyl, Turbo, 3.0 Liter",17 City / 24 Hwy,Silver,Soft Beige,"Auto, 6-Spd Geartronic",4 Door SUV,2,"$16,990 ","104,181 miles"
2017 DODGE,DURANGO,SXT Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,2,"$23,990 "," 26,527 miles"
2017 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Gray,Jet Black,"Automatic, 6-Spd",4 Door SUV,2,"$24,590 "," 21,602 miles"
2017 JEEP,WRANGLER UNLIMITED,Sahara Sport Utility 4D,"V6, 3.6 Liter",16 City / 20 Hwy,Silver,Black Interior Color,"Automatic, 5-Spd",4 Door SUV,1,"$33,990 ","32,904 miles"
2017 BMW,X1,xDrive28i Sport Utility 4D,"4-Cyl, Twin Turbo, 2.0L",22 City / 31 Hwy,White,Black,Auto 8-Spd Stptrnc Manual,4 Door SUV,2,"$23,990 ","44,295 miles"
2014 CADILLAC,CTS,2.0 Luxury Collection Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",19 City / 28 Hwy,Beige,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$18,990 ","51,162 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Blue,Ebony,"Automatic, 6-Spd",4 Door SUV,2,"$21,990 "," 32,614 miles"
2017 MINI,COUNTRYMAN,Cooper ALL4 Hatchback 4D,"3-Cyl, Turbo, 1.5 Liter",23 City / 30 Hwy,Black,Black,"Auto, 8-Spd Steptronic",4 Door Hatchback,1,"$21,590 ","40,667 miles"
2019 CHRYSLER,300,300 Limited Sedan 4D,"V6, 3.6 Liter",19 City / 30 Hwy,Black,Black Interior Color,"Automatic, 8-Spd",4 Door Sedan,1,"$21,990 ","31,628 miles"
2013 CADILLAC,ATS,3.6L Premium Sedan 4D,"V6, Flex Fuel, 3.6 Liter",18 City / 26 Hwy,Red,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$18,990 ","52,656 miles"
2017 BMW,5 SERIES,530i xDrive Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",23 City / 33 Hwy,Black,Black,"Automatic, 8-Spd Sport",4 Door Sedan,2,"$30,990 "," 21,984 miles"
2018 SUBARU,LEGACY,2.5i Sedan 4D,"4-Cyl, PZEV, 2.5 Liter",25 City / 34 Hwy,Blue,Ivy,"Auto, CVT W/Manual Mode",4 Door Sedan,2,"$17,590 ","34,625 miles"
2013 MERCEDES-BENZ,M-CLASS,ML 350 4MATIC Sport Utility 4D,"V6, 3.5 Liter",18 City / 23 Hwy,Silver,Black,"Auto, 7-Spd Manual Mode",4 Door SUV,2,"$21,590 ","80,309 miles"
2012 VOLKSWAGEN,BEETLE,2.5L Hatchback 2D,"5-Cyl, PZEV, 2.5 Liter",22 City / 29 Hwy,White,Gray,Auto 6-Spd DSG W/Tiptrnc,2 Door Hatchback,1,"$12,590 ","51,511 miles"
2017 DODGE,DURANGO,SXT Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,White,Black Interior Color,"Automatic, 8-Spd",4 Door SUV,1,"$22,990 "," 41,971 miles"
2012 INFINITI,G,G37x Sedan 4D,"V6, 3.7 Liter",18 City / 25 Hwy,Black,Black,"Auto, 7-Spd W/Manual Md",4 Door Sedan,2,"$14,590 ","90,946 miles"
2017 CHEVROLET,TAHOE,LS Sport Utility 4D ,"V8, EcoTec3, 5.3 Liter",16 City / 23 Hwy,Gray,Gray,"Auto, 6-Spd Overdrive",4 Door SUV,2,"$33,990 "," 39,517 miles"
2010 MAZDA,MX-5 MIATA,Touring Convertible 2D,"4-Cyl, 2.0 Liter",21 City / 28 Hwy,Black,Black,"Automatic, 6-Spd W/Overdrive",2 Door Convertible,2,"$17,990 ","12,132 miles"
2017 LINCOLN,MKC,Reserve Sport Utility 4D,"4-Cyl, EcoBoost, 2.3T",18 City / 25 Hwy,Black,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelectShift",4 Door SUV,2,"$24,990 ","24,870 miles"
2017 JEEP,WRANGLER UNLIMITED,Sahara Sport Utility 4D,"V6, 3.6 Liter",16 City / 21 Hwy,Black,Black Interior Color,"Manual, 6-Spd",4 Door SUV,2,"$30,990 ","39,920 miles"
2017 INFINITI,Q50,2.0t Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Gray,Graphite,"Auto, 7-Spd W/Sport Mode",4 Door Sedan,2,"$20,990 ","35,752 miles"
2017 KIA,FORTE,LX Sedan 4D,"4-Cyl, 2.0 Liter",29 City / 38 Hwy,White,Gray,"Automatic, 6-Spd",4 Door Sedan,2,"$11,590 ","40,594 miles"
2015 HYUNDAI,SANTA FE,Limited Sport Utility 4D,"V6, GDI, 3.3 Liter",18 City / 25 Hwy,White,Beige/Beige,"Auto, 6-Spd Shiftronic",4 Door SUV,1,"$15,990 ","75,213 miles"
2020 NISSAN,VERSA,S Sedan 4D,"4-Cyl, 1.6 Liter",27 City / 35 Hwy,Black,Charcoal,"Manual, 5-Spd",4 Door Sedan,1,"$13,990 ","13,673 miles"
2017 CHEVROLET,SILVERADO 1500 DOUBLE CAB,LT Pickup 4D 6 1/2 ft ,"V8, EcoTec3, FF, 5.3L",16 City / 23 Hwy,Blue,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$27,990 "," 40,198 miles"
2016 CHRYSLER,TOWN & COUNTRY,Touring Minivan 4D,"V6, 3.6 Liter",17 City / 25 Hwy,Silver,Black / Light Graystone Interior Colors,"Auto, 6-Spd AutoStick",4 Door Minivan,1,"$14,990 ","81,603 miles"
2014 ACURA,TSX,Sedan 4D,"4-Cyl, VTEC, 2.4 Liter",22 City / 31 Hwy,Black,Tan,"Auto, 5-Spd W/SportShift",4 Door Sedan,1,"$14,990 ","69,979 miles"
2015 VOLKSWAGEN,PASSAT,1.8T SE Sedan 4D,"4-Cyl, PZEV, 1.8T",24 City / 36 Hwy,White,Black,"Auto, 6-Spd Tiptronic Spt",4 Door Sedan,2,"$14,590 ","26,352 miles"
2016 CHEVROLET,CRUZE LIMITED,2LT Sedan 4D,"4-Cyl, ECOTEC, 1.4T",26 City / 38 Hwy,Blue,Jet Black,"Auto, 6-Spd Overdrive",4 Door Sedan,1,"$11,590 ","89,501 miles"
2015 DODGE,DART,Limited Sedan 4D,"4-Cyl, MultiAir PZEV 2.4L",23 City / 35 Hwy,Gray,Black Interior Color,"Automatic, 6-Spd",4 Door Sedan,1,"$13,590 ","59,444 miles"
2017 CHEVROLET,SILVERADO 1500 DOUBLE CAB,Z71 LT Pickup 4D 6 1/2 ft,"V8, EcoTec3, FF, 5.3L",16 City / 22 Hwy,Gray,Jet Black,"Auto, 6-Spd HD Overdrive",4 Door Truck,2,"$30,990 ","52,520 miles"
2015 CHRYSLER,200,Limited Sedan 4D,"4-Cyl, MultiAir, 2.4L",23 City / 36 Hwy,Blue,Black,"Automatic, 9-Spd",4 Door Sedan,2,"$11,590 ","71,051 miles"
2015 CHEVROLET,IMPALA LIMITED,LS Sedan 4D,"V6, 3.6 Liter",18 City / 30 Hwy,Black,Gray,"Automatic, 6-Spd",4 Door Sedan,1,"$10,590 ","75,255 miles"
2018 MITSUBISHI,MIRAGE G4,ES Sedan 4D,"3-Cyl, 1.2 Liter",35 City / 41 Hwy,Blue,Lt. Gray,"Automatic, CVT",4 Door Sedan,2,"$10,990 ","28,162 miles"
2017 JEEP,WRANGLER UNLIMITED,Sport SUV 4D,"V6, 3.6 Liter",16 City / 21 Hwy,Gray,Black,"Manual, 6-Spd",4 Door SUV,2,"$26,990 ","59,713 miles"
2013 LINCOLN,NAVIGATOR,Sport Utility 4D,"V8, Flex Fuel, 5.4 Liter",13 City / 18 Hwy,White,Charcoal Black Blacket Seats,"Automatic, 6-Spd",4 Door SUV,2,"$21,990 ","73,242 miles"
2018 VOLKSWAGEN,TIGUAN,2.0T S 4MOTION Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",21 City / 27 Hwy,Black,Gray,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$19,990 ","14,841 miles"
2013 FORD,EXPEDITION,Limited Sport Utility 4D,"V8, Flex Fuel, 5.4 Liter",13 City / 18 Hwy,White,Stone Leather Blacket Seats,"Automatic, 6-Spd",4 Door SUV,2,"$22,990 ","70,517 miles"
2017 BUICK,LACROSSE,Premium Sedan 4D,"V6, 3.6 Liter",20 City / 29 Hwy,Black,Light Neutral,"Auto, 6-Spd Shft Ctrl",4 Door Sedan,2,"$21,990 ","58,135 miles"
2018 MITSUBISHI,OUTLANDER SPORT,SE Sport Utility 4D,"4-Cyl, 2.4 Liter",23 City / 28 Hwy,White,Black,"Automatic, CVT W/Sportronic",4 Door SUV,1,"$16,990 ","23,185 miles"
2017 BUICK,LACROSSE,Premium Sedan 4D,"V6, 3.6 Liter",20 City / 29 Hwy,White,Light Neutral,"Auto, 6-Spd Shft Ctrl",4 Door Sedan,1,"$21,590 ","50,866 miles"
2012 INFINITI,G,G37x Sedan 4D,"V6, 3.7 Liter",18 City / 25 Hwy,Gray,Gray,"Auto, 7-Spd W/Manual Md",4 Door Sedan,1,"$13,590 ","81,150 miles"
2015 CHEVROLET,TRAVERSE,LS Sport Utility 4D,"V6, 3.6 Liter",17 City / 24 Hwy,White,Gray,"Automatic, 6-Spd",4 Door SUV,2,"$13,990 ","101,888 miles"
2019 NISSAN,VERSA,SV Sedan 4D ,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Gray,Gray,"Automatic, CVT W/Xtronic",4 Door Sedan,1,"$11,990 "," 37,143 miles"
2017 NISSAN,MURANO,SV Sport Utility 4D ,"V6, 3.5 Liter",21 City / 28 Hwy,Silver,Black,"Automatic, Xtronic CVT",4 Door SUV,1,"$18,590 "," 45,169 miles"
2017 BMW,5 SERIES,530i xDrive Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",23 City / 33 Hwy,Black,Black,"Automatic, 8-Spd Sport",4 Door Sedan,2,"$29,990 "," 27,578 miles"
2017 KIA,FORTE,LX Sedan 4D,"4-Cyl, 2.0 Liter",29 City / 38 Hwy,Burgundy,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$11,590 ","62,444 miles"
2017 TOYOTA,HIGHLANDER,LE Sport Utility 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Burgundy,Black,"Automatic, 8-Spd",4 Door SUV,2,"$29,590 ","15,490 miles"
2016 MERCEDES-BENZ,E-CLASS,E 350 Sedan 4D,"V6, 3.5 Liter",20 City / 29 Hwy,White,Beige,"Auto, 7-Spd Spt & Economy",4 Door Sedan,1,"$24,990 ","54,232 miles"
2017 CADILLAC,ATS,Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 30 Hwy,Gray,Jet Black With Jet Black Accents,"Automatic, 8-Spd",4 Door Sedan,2,"$21,990 "," 15,419 miles"
2015 AUDI,A6,2.0T Premium Plus Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 29 Hwy,Silver,Black,"Auto, 8-Spd Tiptronic",4 Door Sedan,2,"$16,990 ","86,562 miles"
2017 KIA,FORTE5,LX Hatchback 4D ,"4-Cyl, GDI, 2.0 Liter",25 City / 34 Hwy,Silver,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Hatchback,2,"$11,590 "," 33,706 miles"
2017 NISSAN,PATHFINDER,SL Sport Utility 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Gray,Charcoal,"Automatic, Xtronic CVT",4 Door SUV,1,"$19,990 ","60,362 miles"
2014 TOYOTA,PRIUS C,Two Hatchback 4D,"4-Cyl, Hybrid, 1.5 Liter",53 City / 46 Hwy,Gray,Other,"Automatic, CVT",4 Door Hatchback,1,"$11,990 ","54,937 miles"
2017 JEEP,PATRIOT,Latitude Sport Utility 4D,"4-Cyl, 2.4 Liter",20 City / 25 Hwy,Beige,Dk. Gray,"Auto, 6-Spd AutoStick",4 Door SUV,1,"$14,990 ","60,721 miles"
2015 NISSAN,ROGUE SELECT,S Sport Utility 4D,"4-Cyl, 2.5 Liter",22 City / 27 Hwy,Gray,Gray,"Automatic, Xtronic CVT",4 Door SUV,2,"$12,990 ","53,882 miles"
2015 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",16 City / 23 Hwy,Blue,Beige,"Automatic, 6-Spd",4 Door SUV,2,"$16,990 "," 91,371 miles"
2017 LINCOLN,MKZ,Select Sedan 4D,"4-Cyl, EcoBoost, 2.0L",21 City / 31 Hwy,Blue,Cappuccino Leather,"Auto, 6-Spd SelectShift",4 Door Sedan,2,"$21,990 ","17,219 miles"
2018 LEXUS,GS,GS 350 Sedan 4D ,"V6, 3.5 Liter",19 City / 26 Hwy,White,Black,"Auto, 6-Spd Seq Shft",4 Door Sedan,2,"$32,990 "," 52,096 miles"
2015 MITSUBISHI,OUTLANDER SPORT,ES Sport Utility 4D,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Silver,Black,"Automatic, CVT W/Sportronic",4 Door SUV,2,"$12,990 ","62,135 miles"
2010 MAZDA,MX-5 MIATA,Touring Convertible 2D,"4-Cyl, 2.0 Liter",21 City / 28 Hwy,Red,Black,"Automatic, 6-Spd W/Overdrive",2 Door Convertible,1,"$14,590 ","64,773 miles"
2015 CHRYSLER,200,200S Sedan 4D,"V6, 3.6 Liter",18 City / 29 Hwy,White,Black,"Automatic, 9-Spd",4 Door Sedan,2,"$13,990 ","69,857 miles"
2017 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Black,Gray,"Automatic, 6-Spd",4 Door SUV,2,"$21,990 "," 75,933 miles"
2016 AUDI,S3,Premium Plus Sedan 4D,"4-Cyl, Turbo, 2.0L",23 City / 31 Hwy,Gray,Black,"Auto, 6-Spd S Tronic",4 Door Sedan,1,"$24,990 ","50,150 miles"
2017 SUBARU,CROSSTREK,2.0i Premium Sport Utility 4D,"4-Cyl, PZEV, 2.0 Liter",26 City / 33 Hwy,Gray,Black,"Auto, CVT W/Lineartronic",4 Door SUV,2,"$16,990 ","76,372 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Black,Ebony,"Automatic, 6-Spd",4 Door SUV,1,"$21,990 "," 36,423 miles"
2011 NISSAN,370Z,Coupe 2D,"V6, 3.7 Liter",19 City / 26 Hwy,White,Beige,"Auto, 7-Spd Manual Mode",2 Door Coupe,2,"$20,990 ","16,750 miles"
2017 DODGE,CHARGER,R/T Sedan 4D,"V8, HEMI, 5.7 Liter",16 City / 25 Hwy,Red,Black Interior Color,"Auto, 8-Spd W/AutoStk",4 Door Sedan,2,"$28,990 ","31,286 miles"
2015 KIA,FORTE,EX Sedan 4D,"4-Cyl, GDI, 2.0 Liter",25 City / 36 Hwy,Red,Black,"Auto, 6-Spd W/Sportmatic & Active ECO System",4 Door Sedan,2,"$12,990 ","30,033 miles"
2016 HYUNDAI,ELANTRA GT,Hatchback 4D,"4-Cyl, 2.0 Liter",24 City / 33 Hwy,Red,Black/Black,"Auto, 6-Spd Shiftronic",4 Door Hatchback,1,"$11,590 ","58,163 miles"
2011 CHEVROLET,IMPALA,LT Sedan 4D,"V6, Flex Fuel, 3.5 Liter",19 City / 29 Hwy,Silver,Gray,"Automatic, 4-Spd W/Overdrive",4 Door Sedan,2,"$10,590 ","49,940 miles"
2018 LEXUS,NX,300 F SPORT SUV 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 27 Hwy,White,Black,"Auto, 6-Spd W/Multi-Mode",4 Door SUV,2,"$31,990 "," 22,947 miles"
2015 MAZDA,MAZDA6,i Touring Sedan 4D,4Cyl PZEV SKYACTIV-G 2.5L,25 City / 37 Hwy,White,Sand,"Manual, 6-Spd SKYACTIV",4 Door Sedan,2,"$13,590 ","68,670 miles"
2016 CHEVROLET,CRUZE LIMITED,LS Sedan 4D,"4-Cyl, ECOTEC, 1.8 Liter",22 City / 35 Hwy,Blue,Jet Black/Medium Titanium,"Auto, 6-Spd Overdrive",4 Door Sedan,1,"$12,590 ","16,155 miles"
2016 CHRYSLER,200,200S Sedan 4D,"4-Cyl, MultiAir PZEV 2.4L",23 City / 36 Hwy,Blue,Black,"Automatic, 9-Spd",4 Door Sedan,2,"$14,990 ","22,043 miles"
2019 CHEVROLET,SONIC,Premier Sedan 4D,"4-Cyl, ECOTEC, Turbo, 1.4 Liter",26 City / 34 Hwy,Red,Jet Black/Dark Titanium,"Automatic, 6-Spd",4 Door Sedan,1,"$13,590 ","38,896 miles"
2012 INFINITI,QX,QX56 Sport Utility 4D,"V8, 5.6 Liter",14 City / 20 Hwy,Black,Black,"Automatic, 7-Spd",4 Door SUV,1,"$24,990 ","71,819 miles"
2017 JEEP,PATRIOT,Latitude Sport Utility 4D,"4-Cyl, 2.4 Liter",20 City / 23 Hwy,Blue,Dark Slate Gray Interior Color,"Automatic, CVT",4 Door SUV,1,"$13,990 ","69,986 miles"
2017 BUICK,ENCLAVE,Premium Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Gold,Ebony With Ebony Interior Accents,"Auto, 6-Spd Overdrive",4 Door SUV,2,"$25,590 "," 43,993 miles"
2012 JEEP,LIBERTY,Sport SUV 4D,"V6, 3.7 Liter",15 City / 21 Hwy,Green,Black,"Automatic, 4-Spd",4 Door SUV,2,"$13,590 ","86,688 miles"
2018 NISSAN,VERSA NOTE,SV Hatchback 4D,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Black,Charcoal,"Auto, CVT W/Xtronic",4 Door Hatchback,1,"$9,990 ","46,879 miles"
2017 RAM,1500 QUAD CAB,Express Pickup 4D 6 1/3 ft ,"V6, Flex Fuel, 3.6 Liter",17 City / 25 Hwy,White,Black / Diesel Gray Interior Colors,"Automatic, 8-Spd",4 Door Truck,1,"$24,990 "," 22,245 miles"
2017 MITSUBISHI,OUTLANDER SPORT,ES Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,White,Black,"Automatic, CVT W/Sportronic",4 Door SUV,1,"$12,990 ","63,910 miles"
2015 NISSAN,ROGUE SELECT,S Sport Utility 4D,"4-Cyl, 2.5 Liter",22 City / 27 Hwy,Gray,Gray,"Automatic, Xtronic CVT",4 Door SUV,2,"$12,990 ","53,882 miles"
2017 KIA,SPORTAGE,EX Sport Utility 4D ,"4-Cyl, GDI, 2.4 Liter",21 City / 25 Hwy,White,Black,"Auto, 6-Spd OD Sptmatc",4 Door SUV,2,"$15,990 "," 61,825 miles"
2019 CHRYSLER,PACIFICA,L Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Blue,Black,"Automatic, 9-Spd",4 Door Minivan,2,"$17,990 ","51,215 miles"
2015 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",16 City / 23 Hwy,Blue,Beige,"Automatic, 6-Spd",4 Door SUV,2,"$16,990 "," 91,371 miles"
2013 INFINITI,G,G37 Journey Sedan 4D,"V6, 3.7 Liter",19 City / 26 Hwy,Gray,Black,"Auto, 7-Spd W/Manual Md",4 Door Sedan,2,"$14,590 ","75,114 miles"
2013 ACURA,ILX,2.0L Sedan 4D,"4-Cyl, VTEC, 2.0 Liter",24 City / 35 Hwy,White,Black,"Auto, 5-Spd W/SptShft",4 Door Sedan,2,"$13,990 ","74,448 miles"
2017 LINCOLN,MKZ,Select Sedan 4D,"4-Cyl, EcoBoost, 2.0L",21 City / 31 Hwy,Blue,Cappuccino Leather,"Auto, 6-Spd SelectShift",4 Door Sedan,2,"$21,990 ","17,219 miles"
2015 TOYOTA,PRIUS,One Hatchback 4D,"4-Cyl, Hybrid, 1.8 Liter",51 City / 48 Hwy,White,Dk. Gray,"Automatic, CVT",4 Door Hatchback,1,"$12,590 ","72,018 miles"
2019 NISSAN,ALTIMA,VC-T Edition One Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",22 City / 32 Hwy,Black,Dark Interior,"Automatic, Xtronic CVT",4 Door Sedan,2,"$22,990 "," 21,974 miles"
2017 GMC,ACADIA,SLT-1 Sport Utility 4D ,"V6, 3.6 Liter",18 City / 25 Hwy,Black,Gray,"Automatic, 6-Spd",4 Door SUV,2,"$21,990 "," 75,933 miles"
2013 CHRYSLER,200,Limited Sedan 4D,"V6, Flex Fuel, 3.6 Liter",19 City / 29 Hwy,Red,Black,"Automatic, 6-Spd W/AutoStick",4 Door Sedan,1,"$11,590 ","63,210 miles"
2018 VOLKSWAGEN,TIGUAN,2.0T SE Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 27 Hwy,Blue,Beige,"Auto, 8-Spd Tiptronic Spt",4 Door SUV,2,"$20,990 ","29,874 miles"
2016 AUDI,S3,Premium Plus Sedan 4D,"4-Cyl, Turbo, 2.0L",23 City / 31 Hwy,Gray,Black,"Auto, 6-Spd S Tronic",4 Door Sedan,1,"$24,990 ","50,150 miles"
2013 CADILLAC,XTS,Luxury Collection Sedan 4D ,"V6, Flex Fuel, 3.6 Liter",17 City / 28 Hwy,White,Beige,"Automatic, 6-Spd",4 Door Sedan,2,"$18,990 "," 25,516 miles"
2017 SUBARU,CROSSTREK,2.0i Premium Sport Utility 4D,"4-Cyl, PZEV, 2.0 Liter",26 City / 33 Hwy,Gray,Black,"Auto, CVT W/Lineartronic",4 Door SUV,2,"$16,990 ","76,372 miles"
